SourceID Photons AvgX AvgY
262.000000 1364302 1522.559805 3225.648500
590.000000 1418849 3928.924125 85.230072
616.000000 1399844 1058.576271 238.723249
733.000000 1370961 803.257249 2554.318504
1409.000000 1055 107.786730 2328.092891
1504.000000 1397193 635.815974 690.338407
1698.000000 1380541 2883.642229 2203.173649
1758.000000 1377551 1362.361624 2195.981914
2303.000000 1363354 727.121784 3522.184397
2329.000000 1395438 1035.353346 30.069443
2910.000000 3219 1654.850264 4019.568500
3047.000000 1382470 2503.190257 1949.262805
3265.000000 1381732 492.265386 2008.306962
3332.000000 1361492 989.187114 3631.822661
3427.000000 1390871 88.725930 877.558460
3450.000000 1360190 2744.138423 3428.993822
3560.000000 1396987 3303.028404 1695.641200
3817.000000 1388135 3293.156999 2203.782185
3828.000000 911 120.310648 3053.709111
4001.000000 1363478 311.764657 3897.920913
4068.000000 1385361 1260.794986 1861.338991
4195.000000 1390293 1582.505042 1644.757903
4207.000000 1380637 1100.668843 2056.064780
4353.000000 1386725 3858.281625 2216.444411
4675.000000 1365722 3183.391555 3696.654927
4684.000000 1370254 1221.510662 2552.973563
4739.000000 1415513 3129.035023 430.794873
4821.000000 1375341 669.121414 2201.109442
4843.000000 1378502 1062.481991 2090.552894
4919.000000 1382898 3133.726393 2174.871121
5087.000000 1407575 2109.357537 226.426480
5191.000000 1392736 3542.644753 1898.725944
5196.000000 1362332 725.941017 3089.530669
5360.000000 3799 3579.450645 48.608581
5664.000000 1384694 76.724041 1715.606099
5982.000000 1364263 2298.289002 3603.521272
6022.000000 1397546 691.767072 629.717641
6479.000000 651 155.058372 768.537634
6897.000000 1364506 2309.040128 2905.105827
6953.000000 1370985 3773.916521 3023.017160
7677.000000 1398618 1157.993688 1024.226360
7688.000000 1361712 1386.247854 3580.677861
7709.000000 1366208 271.870058 2588.077653
7944.000000 1362990 2636.735380 3086.670242
8215.000000 1390828 1391.611640 1528.371162
8223.000000 1387290 127.458240 1548.923332
8245.000000 1396578 1057.928522 1131.171678
8352.000000 1328 82.731928 1798.654367
8479.000000 1411708 3024.167207 595.832060
8646.000000 1383620 2165.006860 2030.602963
8660.000000 1372737 2212.142453 2497.698092
8819.000000 1361782 277.688301 3648.543778
8955.000000 1373687 1966.596212 2411.947898
9281.000000 1370014 3241.782786 2892.531482
9573.000000 1416480 3531.755029 459.135237
9697.000000 1394245 241.826799 513.684842
9944.000000 1410097 2767.185245 775.888451
