SourceID Photons AvgX AvgY
82.000000 1253638 419.832531 2952.087473
299.000000 1295702 602.336834 1554.957234
619.000000 1269508 3843.983880 3171.114316
671.000000 1243267 2657.077998 3887.598825
706.000000 1303685 2825.255362 1701.887009
831.000000 1290323 803.081914 2050.181390
1108.000000 1288807 1777.173657 838.934323
1524.000000 16129 1921.604625 4052.034348
1648.000000 1292116 3655.485663 2541.189125
1857.000000 1284218 3018.014909 731.225435
2017.000000 1277671 3941.666587 2890.691042
2147.000000 1281667 1087.763759 2335.597539
2214.000000 982 93.853360 204.870672
2579.000000 5794 1067.406628 4037.893683
2599.000000 1301478 2780.618728 1795.084960
2741.000000 1265365 3535.126461 3258.181823
2854.000000 1303451 3392.999509 1991.202123
3038.000000 1293974 3481.794340 1138.131456
3343.000000 1282198 3507.036571 224.835226
3473.000000 1285273 1897.373725 589.168608
3708.000000 1285110 241.720957 777.837626
3763.000000 1285522 1005.949239 144.195954
3914.000000 1293396 1237.761161 1060.056870
3919.000000 1235373 1701.823905 3828.418491
3973.000000 1269215 2402.886334 2934.779239
4355.000000 1285388 633.833937 183.187899
4408.000000 1255116 3044.978240 3724.714362
5214.000000 1295487 3114.273762 1377.350331
5288.000000 1242579 38.883614 3039.930050
5295.000000 4106 2842.784462 4025.925231
5440.000000 1295486 3754.195239 2364.562343
5642.000000 1301294 2327.800220 1920.832281
5893.000000 1253085 635.633293 3038.148403
6238.000000 3837 3949.132134 664.069586
6429.000000 1291857 2816.265461 2319.888993
7050.000000 1281560 28.143934 110.571828
7146.000000 1294222 2186.706775 1159.567007
7387.000000 1269865 155.221700 2370.507858
7453.000000 1257295 3046.950089 3553.670790
7493.000000 1291074 3023.192788 1089.173404
7513.000000 1303898 3621.065896 1815.467562
7905.000000 1283905 2449.516232 730.724576
8080.000000 1281922 3734.512080 564.352166
8165.000000 1284616 3501.412481 2669.668491
8178.000000 1255385 752.431464 2993.096080
8209.000000 1285844 703.241126 2191.612892
8732.000000 1249732 2138.997259 3660.102061
8801.000000 1277986 1128.960703 2507.316151
9155.000000 1280633 570.792759 2233.314534
9157.000000 1251259 1824.696361 3559.251400
9163.000000 1296494 2838.987076 1194.128963
9236.000000 1251025 807.583796 3104.520345
9265.000000 1283785 1869.616176 143.715660
9500.000000 1298558 2844.912490 2190.809508
9554.000000 1284539 53.050448 374.029545
9945.000000 1300619 3363.348628 2099.751761
9960.000000 1298021 2575.938506 2055.906421
