SourceID Photons AvgX AvgY
116.000000 1392400 1521.780440 1427.843730
170.000000 1393450 2623.928157 2892.906010
331.000000 1380922 1391.062746 2707.933834
544.000000 35865 1478.601060 11.962219
623.000000 1421798 2106.741025 98.692025
1009.000000 1383755 1265.252598 3150.131495
1234.000000 1398181 2158.180098 3628.265475
1402.000000 1404895 1629.187312 808.812202
1430.000000 1414969 3599.304890 3820.002934
1465.000000 1373901 32.881053 3723.047568
1554.000000 1251 3884.909672 2183.163070
1750.000000 41558 745.331753 4060.476082
1782.000000 1392987 2488.443692 2921.349835
2138.000000 1368837 330.207125 2642.969073
2172.000000 1425889 3020.799503 98.521628
2239.000000 1412085 2304.492948 754.842937
2426.000000 1369968 219.410913 2880.539170
2717.000000 1371013 269.984430 2996.654057
2725.000000 1392648 2804.612461 2374.042818
3111.000000 1428335 3291.869875 169.949961
3157.000000 1405548 3747.231778 1561.214375
3373.000000 1416029 1996.599910 516.391048
3615.000000 1391115 2021.430254 3116.871389
3661.000000 1400293 992.565987 848.025330
3783.000000 1390333 2360.024222 2071.740737
3804.000000 1372915 167.098987 1704.955746
4426.000000 1766 3917.011891 2825.170442
4714.000000 1417912 3423.502864 866.524731
5115.000000 1383359 310.767400 3930.475154
5322.000000 1397770 2946.206208 3200.814135
5429.000000 1386151 2125.355432 2203.068509
5468.000000 1394567 1765.537507 3587.822660
5472.000000 1371617 498.963252 2045.657681
5623.000000 1406343 1000.887588 626.039293
6025.000000 1412924 3311.951108 3925.699488
6041.000000 1408367 106.689325 313.399061
6258.000000 1387011 1730.411737 3066.996259
6388.000000 5582 3277.224292 4034.151559
6592.000000 1414451 3803.587784 3885.759401
6720.000000 1412833 524.249331 278.031198
6819.000000 1380563 1465.054092 2437.153747
6851.000000 2098 3928.649190 445.129171
7271.000000 1385401 1244.347050 3287.477210
7694.000000 1381327 329.312669 1296.603217
8035.000000 1394441 1534.387895 3698.260944
8224.000000 1376921 488.940905 1647.344172
8354.000000 1404678 3691.191591 2883.639008
8398.000000 1418773 3983.705378 347.957622
8665.000000 1378571 610.669670 3288.929195
9455.000000 1401242 1097.064489 893.514452
9534.000000 1373096 172.676465 1877.717124
9725.000000 1394704 2766.175672 2639.914129
