SourceID Photons AvgX AvgY
87.000000 1867911 877.317554 2368.045229
275.000000 1807256 7.287016 2196.594205
319.000000 1870514 3692.484872 2740.432977
327.000000 1870181 3513.987002 3571.551587
911.000000 1867678 666.602885 2497.457192
2297.000000 1872299 3072.329565 3287.422183
2775.000000 1859167 2670.662305 772.007775
2777.000000 1869588 1422.778457 2624.685139
3096.000000 1871579 3432.733550 3484.820121
3625.000000 62574 499.490571 9.146546
4206.000000 1871725 2304.492573 2937.688277
4219.000000 1858037 333.778983 791.463897
4338.000000 1858489 1344.258873 1023.880588
4620.000000 1861178 1995.280672 949.932662
4768.000000 1858129 131.251330 913.480403
4849.000000 1864553 2710.873263 1613.824272
4984.000000 1860248 2169.729313 1014.162823
5062.000000 1858466 3511.123153 499.345878
5179.000000 1846268 1087.394548 21.016383
5272.000000 1856777 3967.307061 1335.381952
5274.000000 3047 3617.974073 66.386282
5287.000000 1859934 2236.280193 812.871521
5480.000000 1166 3872.307033 2230.774443
5484.000000 1856714 3380.077399 401.876469
5658.000000 1868225 3779.491781 2181.829172
6092.000000 1868359 374.174716 3585.501252
6124.000000 1871723 2326.609419 3001.182562
6673.000000 1865195 3260.191708 1960.012008
6857.000000 1857962 469.726130 899.282650
6862.000000 1858626 2740.402116 989.012770
7127.000000 1855670 1965.363152 493.560329
7280.000000 1864115 1367.893045 1699.238741
7475.000000 1853812 429.544841 129.886829
7525.000000 1863983 3355.685707 1635.565719
7648.000000 1856522 186.836034 714.562080
7993.000000 1856369 647.565677 360.695834
8115.000000 1868677 3699.454797 4020.135267
8460.000000 1868097 1892.993406 2513.282194
8545.000000 1861218 2537.845284 1323.333356
8766.000000 1865938 997.871784 1977.244865
8821.000000 1860836 3141.453104 806.527559
8930.000000 1859753 2210.946959 1084.702223
9226.000000 1858704 1819.989363 1220.709986
9459.000000 1867049 1234.730815 2734.307558
9862.000000 1854287 1090.929546 176.553567
