SourceID Photons AvgX AvgY
18.000000 1763341 1658.124459 1944.652947
76.000000 1765053 1601.242302 3059.821699
106.000000 1726410 192.220859 578.978581
181.000000 257 198.696498 3945.926070
598.000000 1750096 1391.953602 1048.460007
706.000000 1733549 685.729039 501.071421
1360.000000 1788274 3879.756617 2932.957076
1380.000000 1781159 3848.132417 1122.111462
1582.000000 1769078 1492.154830 3831.533258
1670.000000 1742002 271.654461 1604.151279
1802.000000 1756388 1104.956805 1935.910459
1976.000000 1778023 2414.914418 3960.557040
3427.000000 1781201 2972.402309 3808.946544
3429.000000 1754154 175.655968 4002.973979
3721.000000 1773095 2323.318457 2961.627091
3736.000000 1771053 2744.733595 1264.429793
3827.000000 1764325 1349.613504 3079.872291
3980.000000 1746883 805.630362 1255.272999
4052.000000 1771803 3787.874127 445.554199
4264.000000 1760595 713.496256 3938.225249
4289.000000 1768292 3332.527757 411.610987
4529.000000 1750916 1218.380083 1027.540915
4781.000000 1785766 3549.139403 2561.532415
5011.000000 1777552 2825.656464 2975.841417
5229.000000 1186 109.080944 3334.388702
5675.000000 1761573 1034.495830 3549.158424
5704.000000 1775545 2354.658900 3223.773437
5981.000000 1768180 1553.747480 3496.340492
6149.000000 1732902 124.793935 1122.847578
6355.000000 805 3047.877019 163.658385
6782.000000 1750949 945.054221 1866.244332
6896.000000 1760183 2779.574950 408.176494
7262.000000 1774959 2089.831820 3754.809434
7317.000000 1773234 1891.446792 3968.589826
7469.000000 1778131 3137.528809 2339.620755
7921.000000 1780120 2967.045794 2804.784200
7958.000000 1784172 3627.457743 1852.348115
8062.000000 1754937 2588.497366 279.484449
8441.000000 1049 131.863680 3567.845567
8591.000000 1748615 563.269677 2066.943061
8642.000000 1781579 3253.875635 2457.700151
8798.000000 1738800 1467.203954 159.834957
8901.000000 1749874 529.458528 3050.322304
9391.000000 1758504 3221.436339 101.204647
9667.000000 1773762 2672.318129 2353.040161
9757.000000 1757740 2360.540418 621.352701
9768.000000 1768586 3699.155922 190.368960
9889.000000 1785508 3519.768393 3033.250696
