SourceID Photons AvgX AvgY
516.000000 258537 386.006606 1401.198215
739.000000 255093 2988.910252 2850.043510
778.000000 252149 2318.312042 3647.092993
1024.000000 262349 2286.544088 1200.553027
1125.000000 255069 941.044768 2734.021551
1447.000000 250426 2627.972854 3819.573199
1915.000000 264317 3307.312625 863.169842
2264.000000 258287 3429.814149 2343.317856
2398.000000 254537 3843.509101 2920.215509
2501.000000 248573 3755.933846 3931.910799
2697.000000 265150 2782.288742 696.833732
2769.000000 257880 1662.536552 2086.970828
2781.000000 259166 2836.348016 2040.930450
2869.000000 260777 228.624990 1338.285094
2907.000000 250806 1036.074611 3414.874413
3064.000000 259132 2020.330442 1845.574348
3171.000000 257000 1345.970856 2296.146584
3238.000000 264609 573.040977 607.955281
3320.000000 254530 1109.019954 2988.721931
3484.000000 258018 835.255048 2015.094249
3785.000000 263271 1712.897440 861.745817
4118.000000 256082 367.548176 2260.264169
4443.000000 249745 2769.363058 3787.752904
4456.000000 258793 874.411190 1770.648650
4522.000000 253168 3077.754870 3255.422348
4563.000000 259952 3652.654967 1894.548955
5150.000000 254702 3155.998033 3099.554523
5285.000000 259814 3458.645593 1656.720939
5667.000000 265487 2072.209144 411.410133
5895.000000 255240 2104.809089 2763.134344
6063.000000 248691 3770.988962 3889.342051
6396.000000 263798 507.736670 744.919272
6651.000000 267120 2669.695762 72.840439
6760.000000 261483 1416.540995 1222.481760
6969.000000 257959 2228.381468 1963.518772
7180.000000 260926 1947.877693 1486.545975
7664.000000 253063 1184.044084 3242.871550
7680.000000 251816 2524.201639 3459.486208
7892.000000 257501 2106.005495 2175.613415
8776.000000 264876 603.149866 463.302610
8935.000000 253341 266.563928 2971.595391
9408.000000 263246 2472.633879 917.924447
9432.000000 260823 16.444320 715.313826
9746.000000 254703 2306.669211 3132.314939
9824.000000 268123 3597.917844 241.835934
9894.000000 256932 1401.487109 2329.397019
