SourceID Photons AvgX AvgY
332.000000 1527434 2584.899190 111.113991
564.000000 1775684 3899.948960 508.930253
1164.000000 2134713 3070.685191 2996.823338
1714.000000 1727 106.327157 2820.415171
1762.000000 1685103 3063.749631 526.045423
1970.000000 1917642 3669.391094 1071.176539
1974.000000 2132833 2932.225772 2915.363635
2110.000000 2035376 789.043171 2784.341107
2234.000000 2142636 3348.926540 3188.939307
2406.000000 2128206 531.121232 3885.829661
3311.000000 2080329 1760.671702 2589.085846
3335.000000 1616516 107.995822 1562.384804
3409.000000 1568939 940.782252 972.813986
4028.000000 2093871 553.822207 3261.951113
4165.000000 1688113 2872.372021 608.657029
4325.000000 1741084 3118.685986 687.092324
4516.000000 1830315 1202.032837 1762.699562
4715.000000 3106 1795.230200 3997.954282
4974.000000 2126569 802.110174 3618.650951
5628.000000 596 3843.563758 221.926174
5761.000000 1807413 2674.897941 1070.125069
6192.000000 1768098 952.834971 1671.440862
6258.000000 2135318 2281.111514 3367.450871
6273.000000 1471579 2156.428454 37.117115
6536.000000 1750135 3010.879182 748.277377
6577.000000 1690 3905.460355 922.175740
6896.000000 1363810 625.270957 156.890298
7102.000000 1701408 2734.238139 704.643987
7134.000000 2112483 1811.832772 2823.176098
7244.000000 5755 1670.926672 4021.879235
7722.000000 1924947 445.500688 2460.748933
7895.000000 1599342 2319.874249 515.599331
8108.000000 1405 654.335231 3961.005694
8356.000000 1490213 505.501284 811.411397
8468.000000 2164216 3783.809418 3904.238385
8493.000000 1579727 1825.661040 629.299906
8570.000000 2055663 3608.261516 1708.875076
8650.000000 781 133.688860 288.101152
8730.000000 2147556 3320.365504 3407.854981
8787.000000 1889082 3736.759239 937.377489
9128.000000 2032 674.711614 76.405512
9188.000000 2146634 2138.828777 3884.073193
9517.000000 1533 1268.467710 3946.921722
9609.000000 2130833 1731.760173 3332.853743
9799.000000 2132555 3893.403563 2605.979297
9907.000000 2039470 2862.026629 1898.347202
