SourceID Photons AvgX AvgY
460.000000 2507051 2334.226085 1760.374699
837.000000 2521857 1113.094661 3745.310368
1145.000000 2508645 3108.707695 2637.773703
1183.000000 2477021 856.504332 4061.914918
1415.000000 2508018 419.055769 534.872925
1628.000000 2513176 263.984829 1334.676300
1630.000000 2513424 1409.709203 2312.268826
1652.000000 2503841 3045.367833 1237.925270
1669.000000 2498694 3614.582149 1492.422330
2081.000000 2510922 2584.523842 2358.285084
2368.000000 2519790 1332.775456 3407.212351
2693.000000 2514156 729.503953 2692.622058
2874.000000 2500337 21.934376 1141.934378
2965.000000 2522087 262.652489 3261.736614
3527.000000 2509194 1837.786276 1859.057683
3533.000000 2502393 2161.950196 296.066206
3587.000000 2504044 878.530039 88.307530
3754.000000 2518249 927.643266 2977.261043
3755.000000 2504276 2669.134876 952.606015
4133.000000 2521508 1010.727495 3838.044909
4292.000000 2505057 1487.099822 750.474212
4372.000000 2516529 1905.960384 3656.550950
4689.000000 2510397 1626.600913 2162.203166
5418.000000 2512245 1325.646710 2025.110882
5755.000000 2513621 2343.760647 2821.340163
6347.000000 2517577 2148.829037 2835.166594
6919.000000 2512610 3526.729585 3608.672525
6923.000000 2515744 2029.969124 3051.195758
7151.000000 5514 57.896627 2414.997824
7298.000000 2510323 214.915626 891.288911
7443.000000 2504656 3543.404335 1880.862122
7595.000000 2517040 1636.242229 3859.937900
8519.000000 2503355 3253.696582 1333.098265
8539.000000 2510665 797.350911 1223.083738
9122.000000 2511774 2395.838387 2075.161877
9123.000000 2513971 2757.148371 3154.039038
9135.000000 2503893 3161.387289 2114.328191
9300.000000 2518598 1706.171735 3807.155861
9359.000000 2510881 553.232676 855.918405
9556.000000 2508733 2842.296897 2786.662349
9586.000000 2505495 2015.556222 1037.659435
9591.000000 2521134 1068.067871 3900.598592
9634.000000 2501664 2318.459786 309.713924
9811.000000 2487224 3985.954189 3815.047101
