SourceID Photons AvgX AvgY
541.000000 1483149 1511.944981 1912.764059
745.000000 1637749 2983.034395 1812.601771
925.000000 1634759 1100.986747 2896.637063
1221.000000 1305209 2406.403007 932.850614
1760.000000 1917 85.847679 3477.578508
1937.000000 1436986 1636.356069 1705.498690
2097.000000 1930723 2502.035467 3120.108233
2521.000000 2031543 2278.501482 3574.084818
3085.000000 1993563 1919.033435 3670.056029
4051.000000 2074899 3761.176471 2904.249118
4173.000000 1525813 2317.508473 1654.250183
4332.000000 1208662 3081.058739 321.895650
4547.000000 1244570 2006.259850 986.222037
4746.000000 1367304 395.897928 2266.167811
5071.000000 1786826 1383.253763 3328.091549
5408.000000 1211700 3317.785008 209.302619
5869.000000 1557115 1668.286653 2180.000600
6319.000000 1318 3886.267071 1828.904401
6681.000000 1335176 3033.021865 679.932107
6700.000000 1702364 1902.123588 4067.954372
7431.000000 1235667 2816.231455 531.656291
7516.000000 1211459 3693.478757 36.433192
7578.000000 1383922 2628.167478 1022.700300
7756.000000 2139014 3130.906392 3497.322941
8185.000000 2053115 3503.054250 2965.855491
8256.000000 1917899 1782.113896 3498.340295
8604.000000 1808 76.814712 3965.648783
