SourceID Photons AvgX AvgY
425.000000 2221381 76.907153 630.196310
500.000000 2223635 374.719859 1704.372500
607.000000 2212685 3341.472482 582.943854
736.000000 2217237 875.156083 734.496345
823.000000 2207468 3711.856247 566.713375
1046.000000 2215591 3042.028203 2089.518076
1054.000000 2224091 1234.404088 3550.163493
1287.000000 2222310 949.708938 1566.893038
1669.000000 2224467 738.657156 2416.828996
1717.000000 2218823 2974.676999 1847.595830
1773.000000 2221967 466.539342 442.090825
1789.000000 2214759 1693.730739 41.896487
2140.000000 2220862 1876.554428 3441.904779
2282.000000 2213234 2350.455625 103.514608
2833.000000 2223505 502.834929 2151.721951
2921.000000 2219667 2537.113945 1773.601368
2953.000000 2217038 3086.362914 2899.067036
3174.000000 1304 148.703988 1849.992331
3855.000000 2220221 941.904141 1075.501427
4070.000000 2222115 2269.528161 3773.589565
4218.000000 2221771 1687.634794 3622.154309
4238.000000 2207315 3760.866519 970.856262
4250.000000 2224900 678.188998 3710.744591
4307.000000 2220764 1548.476264 1808.533940
4407.000000 2214140 3204.913111 1682.140689
4472.000000 2211982 3124.794863 1548.597942
4509.000000 2225281 284.014299 3500.774232
4867.000000 2216566 985.188899 186.512019
4981.000000 2216727 1516.604211 398.060601
5054.000000 2211055 2748.215824 435.836799
5072.000000 2219390 2185.382059 3359.743756
5111.000000 2212342 2598.358507 1401.458330
5132.000000 2217665 1237.110912 1490.812408
5423.000000 2217854 3296.727892 2894.504342
5482.000000 2227623 498.720936 3764.832428
5656.000000 2225511 991.925516 3344.984471
5906.000000 2220645 627.171038 1229.984620
6204.000000 2218334 1052.370959 560.960212
6247.000000 2217396 1716.146912 1298.807106
6449.000000 2221197 1379.898158 1605.383717
6624.000000 2200157 71.934768 14.710072
6738.000000 2209292 3901.936870 914.908483
6953.000000 2225830 195.926254 3106.848587
6974.000000 2223942 440.929056 3151.689519
7033.000000 2222784 434.545864 1532.957645
7743.000000 2207617 17.897896 1070.838743
8238.000000 2211610 3130.164652 183.918116
8575.000000 2206334 3707.544697 731.814724
8877.000000 2229358 311.462190 3802.646374
9259.000000 2206001 3913.425543 728.307116
9344.000000 1299 79.634334 104.034642
9588.000000 1483 2372.606204 3949.216453
9744.000000 7581 1890.439124 43.057248
9899.000000 2212599 1883.247083 83.898599
9979.000000 2214704 1579.860653 129.936636
