SourceID Photons AvgX AvgY
785.000000 2232898 320.473287 1416.474277
1124.000000 5562 1854.240201 4011.051420
1339.000000 2234478 2952.881547 228.706714
1390.000000 2225208 1989.910746 3770.237403
1565.000000 2231788 2608.510463 1058.433940
2671.000000 2229758 61.901753 1774.037356
2889.000000 2149912 6.349000 3902.429318
2922.000000 1866 3898.840300 429.982315
3014.000000 2226721 2189.547882 3337.707658
3427.000000 2231858 2570.440007 2761.501189
3559.000000 952 3833.489496 1950.033613
3721.000000 2229245 1575.104206 3081.489705
3772.000000 2232021 1647.169814 639.777081
4486.000000 2231506 3276.426919 561.724649
4629.000000 2232335 2783.897693 1747.059521
4975.000000 2227918 48.351079 3003.693246
5121.000000 1010 3842.199010 2571.897030
5230.000000 2228198 2523.482407 1864.203047
5691.000000 2232692 2699.992532 698.279657
6367.000000 2233450 2762.759586 521.833713
6446.000000 2230929 2221.170694 636.085897
6566.000000 2228969 3241.747126 1321.519725
6693.000000 2230788 1045.275278 892.043697
7050.000000 2234881 785.851436 283.030810
7151.000000 2230861 3844.540912 1121.827972
7726.000000 2229415 3154.023611 1930.845915
7868.000000 2225783 3033.359610 2859.831201
7879.000000 2225384 3270.263677 3496.885166
7898.000000 2230925 791.643517 1159.892407
8188.000000 2227324 1456.181762 2855.266058
8465.000000 2221555 2699.728899 3898.013637
8607.000000 2226104 490.188805 3066.008631
8678.000000 2227417 691.357655 2914.472462
8769.000000 2225974 1586.036633 3512.647826
8908.000000 2231932 1326.596056 1940.375929
9051.000000 2228832 895.061633 2539.845402
9213.000000 2224503 1374.470541 3627.909543
9551.000000 2232752 2134.985059 345.254691
9594.000000 2229035 2795.119280 2807.534608
9732.000000 2225678 3048.251999 3875.485438
