SourceID Photons AvgX AvgY
438.000000 2184705 3512.699268 3176.753282
578.000000 2189458 2554.559321 26.062553
586.000000 2197058 1442.282315 865.182586
753.000000 1161 2219.515073 3915.741602
1432.000000 2203882 308.727704 401.069467
1707.000000 2204578 380.027311 1047.706912
1896.000000 2193307 1502.146135 3830.931925
2141.000000 2202734 529.681261 382.756928
2206.000000 2200987 191.960912 1495.646757
2228.000000 1765 232.055524 108.501416
2251.000000 2202110 254.707954 1976.896896
2463.000000 2201211 718.754874 109.340857
3303.000000 2202634 437.478793 2539.541617
3310.000000 2194056 2255.411579 1465.645437
3397.000000 2185303 3638.736898 2463.378552
3693.000000 2200764 2259.602652 395.550968
4206.000000 2191080 1506.348964 2298.111042
4247.000000 1521 185.804734 108.984221
4258.000000 2189000 2854.090354 2942.848147
4262.000000 2180961 3606.126948 3759.656796
4663.000000 2194696 2906.342544 388.841750
4768.000000 2199945 793.955327 86.535799
4952.000000 2189720 2364.572450 3809.350662
5628.000000 2189040 3136.926230 2341.304774
6079.000000 2189859 464.723652 4035.621348
6244.000000 2201659 1662.903634 92.459739
6329.000000 2190330 3108.450891 1922.044633
6504.000000 2190833 2614.228973 3355.018833
7356.000000 2196108 2057.055565 2089.447570
7395.000000 2179307 3663.532773 3250.318638
7830.000000 1296 121.168981 333.948302
8062.000000 2189828 3726.053607 1540.168321
8178.000000 2178828 3861.719311 3577.755867
8303.000000 2190607 2616.184749 2338.780014
8472.000000 2198132 993.455286 3552.511101
8629.000000 2070 3890.181643 931.230435
9045.000000 2198378 668.833669 2046.344114
9615.000000 2198696 352.565205 3749.115073
9742.000000 2195612 996.170676 3883.822275
9883.000000 2186190 3678.161131 2630.957110
9892.000000 937 3823.561366 2635.615795
